rot 6.28
tra 0.05
temperature 0.5
total steps 12000
step,etot,elhm,ekde,edst,eele,epmf,ehpc,ehdb,epsp,evdw
181,-0.115629,1.29845,0,16.5417,-5.55571e-06,38.9218,0.12433,-7.27638e-05,0,-0.115629
182,-0.000781284,2.20606,0,39.8208,-2.31544e-06,45.776,0.128438,0,0,-0.000781284
183,-1.19813e-07,3.49968,0,152.59,-5.22896e-07,45.776,0.128438,0,0,-1.19813e-07
184,-2.65286e-08,3.76022,0,195.8,-4.03552e-07,45.776,0.128438,0,0,-2.65286e-08
185,-8.65373e-09,3.94893,0,235.424,-3.29798e-07,45.776,0.128438,0,0,-8.65373e-09
186,-8.56513e-09,3.94647,0,236.764,-3.28897e-07,45.776,0.128438,0,0,-8.56513e-09
187,-1.69898e-06,3.12196,0,99.2208,-7.64886e-07,45.776,0.128438,0,0,-1.69898e-06
188,-1.03191e-07,3.5499,0,155.583,-4.91976e-07,45.776,0.128438,0,0,-1.03191e-07
189,-1.70919e-09,4.21493,0,308.62,-2.5498e-07,45.776,0.128438,0,0,-1.70919e-09
190,-4.01656e-08,3.69909,0,184.026,-4.26559e-07,45.776,0.128438,0,0,-4.01656e-08
191,-2.81465e-09,4.12703,0,283.883,-2.75145e-07,45.776,0.128438,0,0,-2.81465e-09
192,-1.64067e-07,3.47702,0,143.828,-5.33757e-07,45.776,0.128438,0,0,-1.64067e-07
193,-1.513e-08,3.83595,0,216.108,-3.63366e-07,45.776,0.128438,0,0,-1.513e-08
194,-0.00067354,2.16513,0,39.6351,-2.21254e-06,45.776,0.128438,0,0,-0.00067354
195,-0.000148118,2.35098,0,52.127,-1.59507e-06,45.776,0.128438,0,0,-0.000148118
196,-1.5042,1.36775,0,13.1349,-4.38527e-06,40.6434,5.4688,-0.560271,0,-1.5042
197,-8.60406e-05,2.49069,0,53.2348,-1.55056e-06,45.776,0.128438,0,0,-8.60406e-05
198,-3.82052e-05,2.53001,0,60.6268,-1.45605e-06,45.776,0.128438,0,0,-3.82052e-05
199,-0.0146922,1.81913,0,26.1234,-3.61513e-06,45.7745,0.128438,-1.30038e-24,0,-0.0146922
200,-0.00434953,1.77959,0,27.5078,-3.034e-06,45.776,0.128438,-8.17552e-39,0,-0.00434953
