rot 6.28
tra 0.1
temperature 0.5
total steps 8000
step,etot,elhm,ekde,edst,eele,epmf,ehpc,ehdb,epsp,evdw
148,-3.17348e-06,3.00436,0,88.3627,-8.81264e-07,45.776,0.128438,0,0,-3.17348e-06
149,-0.00311847,2.10486,0,33.0975,-2.14165e-06,45.776,0.128438,0,0,-0.00311847
150,-4.99198e-06,2.87166,0,84.9014,-9.47879e-07,45.776,0.128438,0,0,-4.99198e-06
151,-0.0443686,1.15761,0,11.0504,-4.84346e-06,45.1979,0.128438,-3.58429e-15,0,-0.0443686
152,-5.26845e-06,2.87068,0,84.0637,-9.52469e-07,45.776,0.128438,0,0,-5.26845e-06
153,-0.0142489,1.69991,0,22.4892,-4.04717e-06,44.914,0.128438,-9.62995e-22,0,-0.0142489
154,-6.34406e-06,2.82471,0,81.3426,-1.00742e-06,45.776,0.128438,0,0,-6.34406e-06
155,-1.59164e-05,2.66984,0,70.0833,-1.19826e-06,45.776,0.128438,0,0,-1.59164e-05
156,-1.07439e-05,2.73121,0,72.9024,-1.1767e-06,45.776,0.128438,0,0,-1.07439e-05
157,-1.60034e-06,3.0894,0,98.9726,-7.97373e-07,45.776,0.128438,0,0,-1.60034e-06
158,-0.00217884,1.99673,0,36.1271,-2.32788e-06,45.776,0.128438,0,0,-0.00217884
159,-0.000138678,2.36668,0,52.6167,-1.55809e-06,45.776,0.128438,0,0,-0.000138678
160,-0.00658153,2.03732,0,30.6044,-2.29209e-06,45.776,0.128438,-3.33459e-34,0,-0.00658153
161,-1.90685,1.09641,0,13.4892,-5.50084e-06,49.1765,2.18074,-0.467215,0,-1.90685
162,-9.29717e-06,2.78462,0,76.4409,-1.08193e-06,45.776,0.128438,0,0,-9.29717e-06
163,-0.211021,1.09579,9.7426e-35,8.63625,-6.29025e-06,40.3016,0.163713,-0.00257823,0,-0.211021
164,-1.82715e-06,3.04568,0,97.3583,-8.47543e-07,45.776,0.128438,0,0,-1.82715e-06
165,-6.96722e-06,2.85907,0,77.9913,-1.0323e-06,45.776,0.128438,0,0,-6.96722e-06
166,-0.000250284,2.25143,0,44.4675,-2.07184e-06,45.776,0.128438,0,0,-0.000250284
167,-1.54909e-05,2.76596,0,68.8428,-1.1034e-06,45.776,0.128438,0,0,-1.54909e-05
168,-0.00217017,1.91148,0,34.5935,-2.87443e-06,45.776,0.128438,0,0,-0.00217017
169,-3.90129e-05,2.52047,0,60.3759,-1.45007e-06,45.776,0.128438,0,0,-3.90129e-05
170,-7.1032e-06,2.87132,0,77.109,-9.98171e-07,45.776,0.128438,0,0,-7.1032e-06
171,-2.91733e-06,3.00162,0,89.2731,-9.00476e-07,45.776,0.128438,0,0,-2.91733e-06
172,-0.00055872,2.17397,0,43.4565,-1.838e-06,45.776,0.128438,0,0,-0.00055872
173,-0.0020608,2.0275,0,32.9083,-2.77985e-06,45.776,0.128438,0,0,-0.0020608
